month,year,pf_pre,pf_post,pf_total,token_count,nav,price_per_token,total_distribution,dist_per_token_monthly,dist_per_token_annual,avg_smp,avg_rec,avg_energy_MWh,curtailment,rollover_event
232,19.33,1,17,18,1433401.0,20411595323.0,14239.98,178980130.0,124.86,1498.37,129.62,131.12,105.44,0,0
233,19.42,1,17,18,1433401.0,20474386597.0,14283.78,180596970.0,125.99,1511.9,129.37,131.0,106.22,0,0
234,19.5,1,17,18,1433401.0,20439146307.0,14259.2,181160812.0,126.39,1516.62,130.43,129.88,106.52,0,0
235,19.58,1,17,18,1433401.0,20613722174.0,14380.99,183789439.0,128.22,1538.63,129.86,129.88,107.76,0,0
236,19.67,1,17,18,1433401.0,20501020222.0,14302.37,183279227.0,127.86,1534.36,128.47,130.68,107.57,0,0
237,19.75,1,17,18,1433401.0,20347638096.0,14195.36,182165400.0,127.09,1525.03,127.21,131.48,107.11,0,0
238,19.83,1,17,18,1433401.0,19990771572.0,13946.39,180210537.0,125.72,1508.67,125.86,131.73,106.26,0,0
239,19.92,1,17,18,1433401.0,19674332285.0,13725.63,177992974.0,124.18,1490.1,124.98,130.95,105.29,0,0
240,20.0,0,18,18,1519265.0,21432804235.0,14107.35,190783328.0,125.58,1506.91,122.29,132.21,104.93,0,1
241,20.08,1,18,19,1519265.0,21033363280.0,13844.43,188059868.0,123.78,1485.4,120.48,132.21,103.81,0,0
242,20.17,1,18,19,1519265.0,20892476206.0,13751.7,188315819.0,123.95,1487.42,118.4,131.3,103.97,0,0
243,20.25,1,18,19,1519265.0,20877856239.0,13742.08,189318051.0,124.61,1495.34,116.58,130.74,104.44,0,0
244,20.33,1,18,19,1519265.0,21043135171.0,13850.87,191630778.0,126.13,1513.61,115.21,131.1,105.47,0,0
245,20.42,1,18,19,1519265.0,21172980747.0,13936.33,193786342.0,127.55,1530.63,114.88,132.27,106.44,0,0
246,20.5,1,18,19,1519265.0,21141726766.0,13915.76,194951422.0,128.32,1539.83,115.74,132.11,106.98,0,0
247,20.58,1,18,19,1519265.0,21310235068.0,14026.67,196801789.0,129.54,1554.45,116.88,132.11,107.82,0,0
248,20.67,1,18,19,1519265.0,21158168977.0,13926.58,196469469.0,129.32,1551.83,119.99,133.02,107.73,0,0
249,20.75,1,18,19,1519265.0,20843959248.0,13719.76,195576218.0,128.73,1544.77,124.46,133.77,107.39,0,0
250,20.83,1,18,19,1519265.0,20446348361.0,13458.05,192593989.0,126.77,1521.21,131.39,132.3,106.15,0,0
251,20.92,1,18,19,1519265.0,20025312503.0,13180.92,190337695.0,125.28,1503.39,138.27,131.36,105.23,0,0
252,21.0,0,19,19,1624971.0,21761769220.0,13392.1,196537878.0,120.95,1451.38,144.62,130.57,104.85,0,1
253,21.08,1,18,19,1624971.0,21314112187.0,13116.61,194301344.0,119.57,1434.87,150.67,129.15,103.96,0,0
254,21.17,1,18,19,1624971.0,21213298187.0,13054.57,194678646.0,119.8,1437.65,154.68,129.15,104.16,0,0
255,21.25,1,18,19,1624971.0,21169919480.0,13027.88,195619008.0,120.38,1444.6,157.86,129.15,104.59,0,0
256,21.33,1,18,19,1624971.0,21282948552.0,13097.43,198558864.0,122.19,1466.31,158.0,129.89,105.87,0,0
257,21.42,1,18,19,1624971.0,21362686301.0,13146.5,200742182.0,123.54,1482.43,157.32,130.83,106.82,0,0
258,21.5,1,18,19,1624971.0,21295476985.0,13105.14,201355336.0,123.91,1486.96,157.03,131.83,107.13,0,0
259,21.58,1,18,19,1624971.0,21406384884.0,13173.4,203669280.0,125.34,1504.05,157.03,133.25,108.14,0,0
260,21.67,1,18,19,1624971.0,21276492444.0,13093.46,203374908.0,125.16,1501.87,157.6,133.25,108.06,0,0
261,21.75,1,18,19,1624971.0,21034280884.0,12944.4,202168565.0,124.41,1492.96,156.8,133.25,107.6,0,0
262,21.83,1,18,19,1624971.0,20636276518.0,12699.47,199168282.0,122.57,1470.81,153.92,134.0,106.39,0,0
263,21.92,1,18,19,1624971.0,20268365943.0,12473.06,196894466.0,121.17,1454.02,150.46,133.29,105.48,0,0
264,22.0,0,19,19,1725232.0,21874893892.0,12679.39,211213586.0,122.43,1469.11,146.66,133.22,105.13,0,1
265,22.08,1,19,20,1725232.0,21466704042.0,12442.79,208286605.0,120.73,1448.76,141.55,133.22,104.02,0,0
266,22.17,1,19,20,1725232.0,21330578769.0,12363.89,207876442.0,120.49,1445.9,135.51,132.57,103.9,0,0
267,22.25,1,19,20,1725232.0,21315700360.0,12355.26,209022542.0,121.16,1453.87,129.73,132.19,104.4,0,0
268,22.33,1,19,20,1725232.0,21448403747.0,12432.18,212039976.0,122.91,1474.86,126.17,132.19,105.63,0,0
269,22.42,1,19,20,1725232.0,21601478115.0,12520.91,214564046.0,124.37,1492.42,123.95,132.91,106.67,0,0
270,22.5,1,19,20,1725232.0,21582843694.0,12510.11,215009388.0,124.63,1495.52,120.1,132.97,106.89,0,0
271,22.58,1,19,20,1725232.0,19745283183.0,11445.0,217818004.0,126.25,1515.05,119.12,132.89,108.04,0,0
272,22.67,1,19,20,1725232.0,19601942599.0,11361.91,217675552.0,126.17,1514.06,117.88,133.24,108.02,0,0
273,22.75,1,19,20,1725232.0,19348350724.0,11214.92,216387432.0,125.43,1505.1,115.71,132.71,107.56,0,0
274,22.83,1,19,20,1725232.0,18962217284.0,10991.11,213320834.0,123.65,1483.77,114.4,132.08,106.4,0,0
275,22.92,1,19,20,1725232.0,18576336950.0,10767.44,210639347.0,122.09,1465.12,113.62,131.89,105.38,0,0
276,23.0,0,20,20,1837122.0,20202627762.0,10996.89,214555547.0,116.79,1401.47,116.23,131.28,105.19,0,1
277,23.08,1,19,20,1837122.0,19876255650.0,10819.24,211856841.0,115.32,1383.84,117.09,129.32,104.19,0,0
278,23.17,1,19,20,1837122.0,19746620595.0,10748.67,212078446.0,115.44,1385.29,119.72,128.0,104.32,0,0
279,23.25,1,19,20,1837122.0,19744771803.0,10747.66,213173796.0,116.04,1392.44,123.41,126.09,104.79,0,0
280,23.33,1,19,20,1837122.0,19851783335.0,10805.91,215392103.0,117.24,1406.93,126.28,123.94,105.69,0,0
281,23.42,1,19,20,1837122.0,19982727145.0,10877.19,217514581.0,118.4,1420.8,127.78,119.66,106.56,0,0
282,23.5,1,19,20,1837122.0,19883998113.0,10823.45,218281533.0,118.82,1425.81,126.3,115.63,106.9,0,0
283,23.58,1,19,20,1837122.0,19966146117.0,10868.17,220402730.0,119.97,1439.66,124.43,113.33,107.77,0,0
284,23.67,1,19,20,1837122.0,19806010169.0,10781.0,220323182.0,119.93,1439.14,121.69,111.7,107.79,0,0
285,23.75,1,19,20,1837122.0,19545675263.0,10639.29,219004275.0,119.21,1430.53,119.0,110.98,107.32,0,0
286,23.83,1,19,20,1837122.0,19173470719.0,10436.69,216398578.0,117.79,1413.51,116.7,111.86,106.35,0,0
287,23.92,1,19,20,1837122.0,18792501900.0,10229.32,213917856.0,116.44,1397.3,115.44,115.12,105.43,0,0
288,24.0,0,20,20,1953776.0,20367919852.0,10424.9,225063493.0,115.19,1382.33,114.87,118.54,104.99,0,1
289,24.08,1,20,21,1953776.0,19973911057.0,10223.24,222286277.0,113.77,1365.27,115.33,121.54,104.0,0,0
290,24.17,1,20,21,1953776.0,19861590999.0,10165.75,221888899.0,113.57,1362.83,115.51,124.36,103.9,0,0
291,24.25,1,20,21,1953776.0,19842784246.0,10156.12,222810895.0,114.04,1368.49,115.39,127.73,104.28,0,0
292,24.33,1,20,21,1953776.0,19964048789.0,10218.19,225488373.0,115.41,1384.94,115.89,129.23,105.32,0,0
293,24.42,1,20,21,1953776.0,20096866543.0,10286.17,228012694.0,116.7,1400.44,116.03,130.44,106.3,0,0
294,24.5,1,20,21,1953776.0,20110030291.0,10292.91,229047428.0,117.23,1406.8,115.63,131.66,106.73,0,0
295,24.58,1,20,21,1953776.0,20221568844.0,10349.99,232073222.0,118.78,1425.38,114.62,132.8,107.9,0,0
296,24.67,1,20,21,1953776.0,20086388201.0,10280.8,232072649.0,118.78,1425.38,112.48,133.22,107.94,0,0
297,24.75,1,20,21,1953776.0,19885765379.0,10178.12,230810118.0,118.14,1417.62,110.79,133.4,107.52,0,0
298,24.83,1,20,21,1953776.0,19506435234.0,9983.97,227665829.0,116.53,1398.31,107.59,133.8,106.39,0,0
299,24.92,1,20,21,1953776.0,19125014813.0,9788.75,225051889.0,115.19,1382.26,104.77,133.8,105.47,0,0
300,25.0,0,21,21,2077576.0,20666377575.0,9947.35,226784869.0,109.16,1309.9,103.51,133.01,104.99,0,1
301,25.08,1,20,21,2077576.0,20308132110.0,9774.92,223809575.0,107.73,1292.72,102.67,132.37,103.94,0,0
302,25.17,1,20,21,2077576.0,20263070763.0,9753.23,223538908.0,107.6,1291.15,104.5,132.37,103.88,0,0
303,25.25,1,20,21,2077576.0,20304197203.0,9773.02,224420386.0,108.02,1296.24,106.59,132.37,104.25,0,0
304,25.33,1,20,21,2077576.0,20452082948.0,9844.2,227947090.0,109.72,1316.61,109.52,132.11,105.59,0,0
305,25.42,1,20,21,2077576.0,20551873256.0,9892.24,229990973.0,110.7,1328.42,111.42,132.11,106.39,0,0
306,25.5,1,20,21,2077576.0,20597708284.0,9914.3,230980471.0,111.18,1334.13,112.41,132.9,106.8,0,0
307,25.58,1,20,21,2077576.0,20767758692.0,9996.15,233196462.0,112.24,1346.93,113.48,133.74,107.66,0,0
308,25.67,1,20,21,2077576.0,20628626711.0,9929.18,233221659.0,112.26,1347.08,114.58,133.05,107.72,0,0
309,25.75,1,20,21,2077576.0,20415931890.0,9826.8,231796877.0,111.57,1338.85,114.13,132.08,107.23,0,0
310,25.83,1,20,21,2077576.0,20109746705.0,9679.43,228470406.0,109.97,1319.64,114.05,131.27,106.05,0,0
311,25.92,1,20,21,2077576.0,19756422105.0,9509.36,226396998.0,108.97,1307.66,114.81,130.25,105.33,0,0
312,26.0,0,21,21,2201760.0,21587955430.0,9804.86,228130185.0,103.61,1243.35,115.61,130.25,104.97,0,1
313,26.08,1,20,21,2201760.0,21183358267.0,9621.1,225635538.0,102.48,1229.76,116.55,130.25,104.1,0,0
314,26.17,1,20,21,2201760.0,21031992883.0,9552.35,225724277.0,102.52,1230.24,117.14,130.79,104.17,0,0
315,26.25,1,20,21,2201760.0,20956889951.0,9518.24,227051835.0,103.12,1237.47,118.61,131.54,104.7,0,0
316,26.33,1,20,21,2201760.0,21033093703.0,9552.85,229847441.0,104.39,1252.71,120.91,130.88,105.77,0,0
317,26.42,1,20,21,2201760.0,21131338134.0,9597.48,232808871.0,105.74,1268.85,121.77,129.71,106.9,0,0
318,26.5,1,20,21,2201760.0,21109019931.0,9587.34,234281182.0,106.41,1276.88,123.25,126.56,107.49,0,0
319,26.58,1,20,21,2201760.0,21197999774.0,9627.75,236809303.0,107.55,1290.65,125.54,123.52,108.46,0,0
320,26.67,1,20,21,2201760.0,20982135167.0,9529.71,236498705.0,107.41,1288.96,127.76,122.12,108.39,0,0
321,26.75,1,20,21,2201760.0,20673208369.0,9389.4,235560978.0,106.99,1283.85,131.04,119.73,108.09,0,0
322,26.83,1,20,21,2201760.0,20249948018.0,9197.16,231922025.0,105.33,1264.02,131.39,118.93,106.8,0,0
323,26.92,1,20,21,2201760.0,19893646302.0,9035.34,228511356.0,103.79,1245.43,133.18,117.92,105.59,0,0
324,27.0,0,21,21,2335537.0,21460223950.0,9188.56,230295525.0,98.6,1183.26,135.15,119.18,105.01,0,1
325,27.08,1,20,21,2335537.0,21040767877.0,9008.96,226419149.0,96.95,1163.34,136.22,119.22,103.65,0,0
326,27.17,1,20,21,2335537.0,20934734314.0,8963.56,226005032.0,96.77,1161.21,134.89,119.17,103.54,0,0
327,27.25,1,20,21,2335537.0,20947422602.0,8969.0,226320003.0,96.9,1162.83,135.64,119.63,103.7,0,0
328,27.33,1,20,21,2335537.0,21114133447.0,9040.38,229402313.0,98.22,1178.67,137.69,119.55,104.86,0,0
329,27.42,1,20,21,2335537.0,21243249790.0,9095.66,232062089.0,99.36,1192.34,138.36,119.76,105.88,0,0
330,27.5,1,20,21,2335537.0,21258829127.0,9102.33,233728596.0,100.07,1200.9,138.53,117.87,106.53,0,0
331,27.58,1,20,21,2335537.0,21397926718.0,9161.89,237318027.0,101.61,1219.34,136.89,116.61,107.88,0,0
332,27.67,1,20,21,2335537.0,21283865489.0,9113.05,237287044.0,101.6,1219.18,136.86,112.99,107.92,0,0
333,27.75,1,20,21,2335537.0,21037220519.0,9007.44,236611768.0,101.31,1215.71,133.36,110.05,107.71,0,0
334,27.83,1,20,21,2335537.0,20586887062.0,8814.63,233593893.0,100.02,1200.21,129.0,108.33,106.66,0,0
335,27.92,1,20,21,2335537.0,20266212133.0,8677.32,230180308.0,98.56,1182.67,125.26,106.59,105.46,0,0
336,28.0,0,21,21,2474444.0,21919210715.0,8858.24,230099417.0,92.99,1115.88,120.28,105.46,104.83,0,1
337,28.08,1,20,21,2474444.0,21568714551.0,8716.59,226727507.0,91.63,1099.53,115.7,105.76,103.65,0,0
338,28.17,1,20,21,2474444.0,21469422842.0,8676.46,227086257.0,91.77,1101.27,111.51,107.5,103.82,0,0
339,28.25,1,20,21,2474444.0,21514506268.0,8694.68,228296874.0,92.26,1107.14,107.47,109.6,104.3,0,0
340,28.33,1,20,21,2474444.0,21738596412.0,8785.25,231316534.0,93.48,1121.79,104.6,111.65,105.45,0,0
341,28.42,1,20,21,2474444.0,21788890348.0,8805.57,234758272.0,94.87,1138.48,101.42,113.92,106.74,0,0
342,28.5,1,20,21,2474444.0,21765588201.0,8796.15,235688452.0,95.25,1142.99,99.42,117.66,107.13,0,0
343,28.58,1,20,21,2474444.0,21903871782.0,8852.04,238984160.0,96.58,1158.97,98.98,120.07,108.37,0,0
344,28.67,1,20,21,2474444.0,21763770809.0,8795.42,238745149.0,96.48,1157.81,97.98,120.62,108.33,0,0
345,28.75,1,20,21,2474444.0,21469957113.0,8676.68,237328465.0,95.91,1150.94,97.41,121.01,107.86,0,0
346,28.83,1,20,21,2474444.0,20999844923.0,8486.69,234038892.0,94.58,1134.99,97.59,120.65,106.7,0,0
347,28.92,1,20,21,2474444.0,20637629294.0,8340.31,230806332.0,93.28,1119.31,98.18,121.13,105.57,0,0
348,29.0,0,21,21,2619923.0,22210026154.0,8477.36,231626783.0,88.41,1060.92,98.56,120.7,105.1,0,1
349,29.08,1,20,21,2619923.0,21762482143.0,8306.54,228251499.0,87.12,1045.46,98.51,119.41,103.92,0,0
350,29.17,1,20,21,2619923.0,21611585759.0,8248.94,228106021.0,87.07,1044.79,96.77,120.26,103.91,0,0
351,29.25,1,20,21,2619923.0,21600294122.0,8244.63,229090894.0,87.44,1049.3,94.51,120.8,104.31,0,0
352,29.33,1,20,21,2619923.0,21784902076.0,8315.09,232072941.0,88.58,1062.96,91.35,121.1,105.44,0,0
353,29.42,1,20,21,2619923.0,21914841207.0,8364.69,234551744.0,89.53,1074.31,88.89,121.12,106.38,0,0
354,29.5,1,20,21,2619923.0,21934351828.0,8372.14,236053212.0,90.1,1081.19,86.5,120.5,106.97,0,0
355,29.58,1,20,21,2619923.0,22161132154.0,8458.7,238852222.0,91.17,1094.01,83.5,120.98,108.03,0,0
356,29.67,1,20,21,2619923.0,22073320011.0,8425.18,238748409.0,91.13,1093.54,83.47,120.75,108.04,0,0
357,29.75,1,20,21,2619923.0,21878309215.0,8350.75,237063314.0,90.48,1085.82,83.86,120.66,107.47,0,0
358,29.83,1,20,21,2619923.0,21485679107.0,8200.88,234363290.0,89.45,1073.45,84.9,121.78,106.54,0,0
359,29.92,1,20,21,2619923.0,21076723570.0,8044.79,231515836.0,88.37,1060.41,85.61,122.9,105.55,0,0
360,30.0,0,21,21,2769805.0,22744190658.0,8211.48,231581163.0,83.61,1003.31,86.82,122.87,104.94,0,1
361,30.08,1,20,21,2769805.0,22270276183.0,8040.38,229049888.0,82.7,992.34,88.23,123.46,104.07,0,0
362,30.17,1,20,21,2769805.0,22158646595.0,8000.07,228495965.0,82.5,989.94,88.74,124.36,103.91,0,0
363,30.25,1,20,21,2769805.0,22107888012.0,7981.75,229194975.0,82.75,992.97,89.43,125.84,104.21,0,0
364,30.33,1,20,21,2769805.0,22250205420.0,8033.13,231657255.0,83.64,1003.64,88.96,125.92,105.15,0,0
365,30.42,1,20,21,2769805.0,22394240809.0,8085.13,234450977.0,84.65,1015.74,89.3,126.19,106.2,0,0
366,30.5,1,20,21,2769805.0,22448226507.0,8104.62,236091115.0,85.24,1022.85,89.0,128.44,106.84,0,0
367,30.58,1,20,21,2769805.0,22568336920.0,8147.99,238357384.0,86.06,1032.67,88.86,129.52,107.71,0,0
368,30.67,1,20,21,2769805.0,22372533048.0,8077.3,238621237.0,86.15,1033.81,89.37,130.94,107.85,0,0
369,30.75,1,20,21,2769805.0,22106731063.0,7981.33,237764177.0,85.84,1030.1,89.82,131.5,107.58,0,0
370,30.83,1,20,21,2769805.0,21686500692.0,7829.61,234902846.0,84.81,1017.7,91.6,132.06,106.59,0,0
371,30.92,1,20,21,2769805.0,21289270801.0,7686.2,232542479.0,83.96,1007.48,92.83,131.6,105.77,0,0
372,31.0,0,21,21,2948537.0,22925309022.0,7775.15,232993887.0,79.02,948.24,95.48,131.51,105.17,0,1
373,31.08,1,20,21,2948537.0,22494196646.0,7628.94,230416130.0,78.15,937.75,99.07,132.19,104.28,0,0
374,31.17,1,20,21,2948537.0,22323492171.0,7571.04,230136451.0,78.05,936.61,103.73,131.73,104.23,0,0
375,31.25,1,20,21,2948537.0,22315831769.0,7568.44,231308058.0,78.45,941.38,108.52,131.76,104.69,0,0
376,31.33,1,20,21,2948537.0,22416071803.0,7602.44,233947840.0,79.34,952.12,113.14,132.21,105.69,0,0
377,31.42,1,20,21,2948537.0,22519632617.0,7637.56,235889813.0,80.0,960.03,115.73,133.23,106.44,0,0
378,31.5,1,20,21,2948537.0,22473203457.0,7621.82,237060279.0,80.4,964.79,116.3,133.33,106.91,0,0
379,31.58,1,20,21,2948537.0,22587803371.0,7660.68,239785245.0,81.32,975.88,116.86,133.33,107.94,0,0
380,31.67,1,20,21,2948537.0,22494412477.0,7629.01,239362182.0,81.18,974.16,115.97,133.79,107.83,0,0
381,31.75,1,20,21,2948537.0,22176506342.0,7521.19,238170510.0,80.78,969.31,114.91,133.61,107.44,0,0
382,31.83,1,20,21,2948537.0,21826425871.0,7402.46,234706881.0,79.6,955.21,114.32,132.88,106.23,0,0
383,31.92,1,20,21,2948537.0,21406714356.0,7260.11,232363113.0,78.81,945.67,116.34,132.88,105.43,0,0
384,32.0,0,21,21,3121503.0,23020437015.0,7374.79,234079100.0,74.99,899.87,118.95,132.88,104.85,0,1
385,32.08,1,20,21,3121503.0,22577788275.0,7232.99,230650759.0,73.89,886.69,121.76,130.98,103.66,0,0
386,32.17,1,20,21,3121503.0,22433978097.0,7186.92,231113716.0,74.04,888.47,123.87,128.82,103.87,0,0
387,32.25,1,20,21,3121503.0,22490513150.0,7205.03,232024523.0,74.33,891.97,126.58,127.42,104.24,0,0
388,32.33,1,20,21,3121503.0,22614306250.0,7244.69,235305910.0,75.38,904.59,128.91,126.68,105.46,0,0
389,32.42,1,20,21,3121503.0,22717250320.0,7277.66,237461848.0,76.07,912.88,129.37,125.71,106.28,0,0
390,32.5,1,20,21,3121503.0,22736361094.0,7283.79,238939935.0,76.55,918.56,129.18,125.71,106.86,0,0
391,32.58,1,20,21,3121503.0,22873972086.0,7327.87,241808750.0,77.47,929.59,127.32,127.55,107.93,0,0
392,32.67,1,20,21,3121503.0,22630528036.0,7249.88,241601634.0,77.4,928.79,126.68,129.71,107.9,0,0
393,32.75,1,20,21,3121503.0,22324111256.0,7151.72,240424555.0,77.02,924.26,127.25,130.32,107.52,0,0
394,32.83,1,20,21,1560751.0,21856721462.0,14003.97,236802855.0,151.72,1820.68,127.35,131.92,106.27,0,0
395,32.92,1,20,21,1560751.0,21488249561.0,13767.89,233771510.0,149.78,1797.38,128.23,132.89,105.22,0,0
396,33.0,0,21,21,1650063.0,22954643409.0,13911.37,234768691.0,142.28,1707.34,128.29,132.89,104.87,0,1
397,33.08,1,20,21,1650063.0,22537773559.0,13658.73,231556489.0,140.33,1683.98,128.62,132.95,103.77,0,0
398,33.17,1,20,21,1650063.0,22465305412.0,13614.81,230799427.0,139.87,1678.48,129.23,131.7,103.54,0,0
399,33.25,1,20,21,1650063.0,22475081213.0,13620.74,232299717.0,140.78,1689.39,127.58,130.46,104.12,0,0
400,33.33,1,20,21,1650063.0,22657403503.0,13731.23,235247114.0,142.57,1710.82,125.41,128.88,105.22,0,0
401,33.42,1,20,21,1650063.0,22784491890.0,13808.25,237984924.0,144.23,1730.73,124.41,126.78,106.24,0,0
402,33.5,1,20,21,1650063.0,22759279371.0,13792.97,238565362.0,144.58,1734.95,125.55,125.37,106.5,0,0
403,33.58,1,20,21,1650063.0,22908632265.0,13883.49,241579613.0,146.41,1756.88,127.61,122.36,107.62,0,0
404,33.67,1,20,21,1650063.0,22798748631.0,13816.89,241941890.0,146.63,1759.51,130.58,121.6,107.8,0,0
405,33.75,1,20,21,1650063.0,22537773208.0,13658.73,240329698.0,145.65,1747.79,133.68,122.14,107.26,0,0
406,33.83,1,20,21,1650063.0,22102508211.0,13394.94,237335704.0,143.83,1726.01,137.49,122.07,106.23,0,0
407,33.92,1,20,21,1650063.0,21697540183.0,13149.52,234841406.0,142.32,1707.87,139.83,122.56,105.38,0,0
408,34.0,0,21,21,1752262.0,23398662669.0,13353.41,235210821.0,134.23,1610.79,142.83,122.22,105.11,0,1
409,34.08,1,20,21,1752262.0,23002004687.0,13127.04,232488776.0,132.68,1592.15,145.93,123.93,104.18,0,0
410,34.17,1,20,21,1752262.0,22823721923.0,13025.29,232828166.0,132.87,1594.48,147.6,124.93,104.34,0,0
411,34.25,1,20,21,1752262.0,22761384595.0,12989.72,234106726.0,133.6,1603.23,149.81,126.0,104.85,0,0
412,34.33,1,20,21,1752262.0,22930710302.0,13086.35,237182965.0,135.36,1624.3,150.42,127.65,105.99,0,0
413,34.42,1,20,21,1752262.0,23031963787.0,13144.13,0.0,0.0,0.0,150.52,129.27,106.85,1,0
414,34.5,1,20,21,1752262.0,22970385160.0,13108.99,240414555.0,137.2,1646.43,150.24,130.94,107.24,0,0
415,34.58,1,20,21,1752262.0,23044471175.0,13151.27,242311790.0,138.29,1659.42,149.98,132.24,107.97,0,0
416,34.67,1,20,21,1752262.0,22873049595.0,13053.44,241507746.0,137.83,1653.92,146.68,133.21,107.72,0,0
417,34.75,1,20,21,1752262.0,22604578906.0,12900.23,239381075.0,136.61,1639.35,143.4,133.88,107.0,0,0
418,34.83,1,20,21,1752262.0,22136121832.0,12632.89,236449304.0,134.94,1619.27,140.79,133.88,105.99,0,0
419,34.92,1,20,21,1752262.0,21732172402.0,12402.35,233707164.0,133.37,1600.49,137.66,133.82,105.05,0,0
420,35.0,0,21,21,1848754.0,23290588968.0,12597.99,233852035.0,126.49,1517.9,136.31,133.89,104.53,0,1
421,35.08,1,20,21,1848754.0,22887094624.0,12379.74,231198165.0,125.06,1500.67,135.0,133.89,103.63,0,0
422,35.17,1,20,21,1848754.0,22784291247.0,12324.13,231391712.0,125.16,1501.93,137.58,133.94,103.74,0,0
423,35.25,1,20,21,1848754.0,22831460675.0,12349.64,232916971.0,125.99,1511.83,137.85,132.93,104.33,0,0
424,35.33,1,20,21,1848754.0,23001430319.0,12441.58,235756664.0,127.52,1530.26,138.54,130.97,105.39,0,0
425,35.42,1,20,21,1848754.0,23111038322.0,12500.87,238688917.0,129.11,1549.3,139.14,128.33,106.49,0,0
426,35.5,1,20,21,1848754.0,23124905824.0,12508.37,240046994.0,129.84,1558.11,136.47,125.81,107.02,0,0
427,35.58,1,20,21,1848754.0,23243511996.0,12572.53,243042605.0,131.46,1577.55,133.88,122.96,108.14,0,0
428,35.67,1,20,21,1848754.0,23032419279.0,12458.34,242711817.0,131.28,1575.41,129.13,120.91,108.06,0,0
429,35.75,1,20,21,1848754.0,22725428528.0,12292.29,241074767.0,130.4,1564.78,126.0,120.21,107.52,0,0
430,35.83,1,20,21,1848754.0,22240440097.0,12029.96,237642272.0,128.54,1542.5,122.52,122.18,106.33,0,0
431,35.92,1,20,21,1848754.0,21840479170.0,11813.62,234494602.0,126.84,1522.07,119.67,124.77,105.25,0,0
432,36.0,0,21,21,1961165.0,23278444403.0,11869.7,233598046.0,119.11,1429.34,119.36,127.29,104.82,0,1
433,36.08,1,20,21,1961165.0,22876715416.0,11664.86,230424676.0,117.49,1409.93,117.5,129.66,103.72,0,0
434,36.17,1,20,21,1961165.0,22814525662.0,11633.15,230543696.0,117.55,1410.65,116.89,130.88,103.81,0,0
435,36.25,1,20,21,1961165.0,22850877509.0,11651.69,231636413.0,118.11,1417.34,118.06,132.58,104.25,0,0
436,36.33,1,20,21,1961165.0,23101365647.0,11779.41,234695614.0,119.67,1436.06,120.27,132.58,105.39,0,0
437,36.42,1,20,21,1961165.0,23196524203.0,11827.93,237447209.0,121.07,1452.9,122.86,131.9,106.42,0,0
438,36.5,1,20,21,1961165.0,23166209434.0,11812.47,238671347.0,121.7,1460.39,124.6,131.8,106.91,0,0
439,36.58,1,20,21,1961165.0,23221080322.0,11840.45,241503551.0,123.14,1477.72,127.96,132.28,107.97,0,0
440,36.67,0,20,20,1961165.0,22991270217.0,11723.27,240823998.0,122.8,1473.56,133.44,133.12,107.77,0,0
441,36.75,0,20,20,1961165.0,22626099149.0,11537.07,239458822.0,122.1,1465.2,139.01,133.12,107.33,0,0
442,36.83,0,20,20,1961165.0,22148541152.0,11293.56,236436216.0,120.56,1446.71,143.97,131.95,106.28,0,0
443,36.92,0,20,20,1961165.0,21735080788.0,11082.74,233624203.0,119.13,1429.5,149.0,131.49,105.31,0,0
444,37.0,0,20,20,2079421.0,21419578029.0,10300.74,220384171.0,105.98,1271.8,152.45,130.71,104.75,0,1
445,37.08,1,19,20,2079421.0,20995518637.0,10096.81,217606843.0,104.65,1255.77,156.14,130.71,103.74,0,0
446,37.17,1,19,20,2079421.0,20894478532.0,10048.22,217655544.0,104.67,1256.05,157.12,128.69,103.8,0,0
447,37.25,1,19,20,2079421.0,20891756985.0,10046.91,218887352.0,105.26,1263.16,156.26,126.58,104.32,0,0
448,37.33,1,19,20,2079421.0,20932962729.0,10066.72,221635178.0,106.59,1279.02,154.27,125.05,105.41,0,0
449,37.42,1,19,20,2079421.0,21055869004.0,10125.83,223838679.0,107.64,1291.74,154.69,123.13,106.29,0,0
450,37.5,1,19,20,2079421.0,20956835619.0,10078.21,225029930.0,108.22,1298.61,155.95,120.01,106.79,0,0
451,37.58,1,19,20,2079421.0,21092985087.0,10143.68,227436553.0,109.37,1312.5,155.88,116.55,107.75,0,0
452,37.67,1,19,20,2079421.0,20879596858.0,10041.06,227376527.0,109.35,1312.15,155.88,115.31,107.77,0,0
453,37.75,1,19,20,2079421.0,20567752785.0,9891.09,226140507.0,108.75,1305.02,155.97,114.66,107.34,0,0
454,37.83,1,19,20,2079421.0,20141563242.0,9686.14,222762350.0,107.13,1285.52,155.81,114.69,106.1,0,0
455,37.92,1,19,20,2079421.0,19724930644.0,9485.78,220092902.0,105.84,1270.12,155.45,114.09,105.12,0,0
456,38.0,0,20,20,2209201.0,20965385145.0,9490.03,220754110.0,99.92,1199.1,155.45,114.19,104.76,0,1
457,38.08,1,19,20,2209201.0,20531245507.0,9293.52,218008985.0,98.68,1184.19,154.48,113.49,103.76,0,0
458,38.17,1,19,20,2209201.0,20385480326.0,9227.53,218283939.0,98.81,1185.68,154.48,112.29,103.91,0,0
459,38.25,1,19,20,2209201.0,20368622717.0,9219.9,219292312.0,99.26,1191.16,155.25,110.52,104.34,0,0
